Asset,Target,Group,Freq,Horizon,ControlSet,Method,Type,RMSE,MAE,MAPE,R2
Ethereum,ETH,D,D,21,Heuristic-Z,VAR+Granger,Causal,114.407665,78.326655,287.0027,-0.0015
Ethereum,ETH,D,D,21,Heuristic-Z,IV-2SLS,Causal,114.403664,78.517947,154.9993,0.0049
Ethereum,ETH,D,D,1,Expert-DAG,CausalImpact,Causal,117.836973,80.431212,477.9875,-0.0625
Ethereum,ETH,D,D,1,Expert-DAG,DML,Causal,121.074947,84.289923,961.7743,-0.1209
Ethereum,ETH,D,D,1,Expert-DAG,VAR+Granger,Causal,115.366974,79.884191,1647.5974,-0.0184
Ethereum,ETH,D,D,1,Expert-DAG,IV-2SLS,Causal,114.840417,78.816099,131.8126,-0.0091
Ethereum,ETH,D,D,5,Expert-DAG,CausalImpact,Causal,116.364841,80.007492,1341.0904,-0.0354
Ethereum,ETH,D,D,5,Expert-DAG,DML,Causal,128.870826,89.28767,3255.5985,-0.2671
Ethereum,ETH,D,D,5,Expert-DAG,VAR+Granger,Causal,115.008719,78.870886,697.3147,-0.0121
Ethereum,ETH,D,D,5,Expert-DAG,IV-2SLS,Causal,115.083119,79.210904,478.7569,-0.0127
Ethereum,ETH,D,D,21,Expert-DAG,CausalImpact,Causal,117.126596,80.249648,2213.2291,-0.043
Ethereum,ETH,D,D,21,Expert-DAG,DML,Causal,120.854992,84.612538,3778.5679,-0.1085
Ethereum,ETH,D,D,21,Expert-DAG,VAR+Granger,Causal,114.406478,78.325543,286.5743,-0.0015
Ethereum,ETH,D,D,21,Expert-DAG,IV-2SLS,Causal,114.403664,78.517947,154.9993,0.0049
Ethereum,ETH,D,D,1,PC-DAG,CausalImpact,Causal,118.926275,80.782136,342.4254,-0.0822
Ethereum,ETH,D,D,1,PC-DAG,DML,Causal,123.058101,85.589873,572.1312,-0.158
Ethereum,ETH,D,D,1,PC-DAG,VAR+Granger,Causal,115.366974,79.884191,1647.5974,-0.0184
Ethereum,ETH,D,D,1,PC-DAG,IV-2SLS,Causal,114.840417,78.816099,131.8126,-0.0091
Ethereum,ETH,D,D,5,PC-DAG,CausalImpact,Causal,115.878211,80.537881,1218.2201,-0.0268
Ethereum,ETH,D,D,5,PC-DAG,DML,Causal,125.674397,84.910586,1088.692,-0.2051
Ethereum,ETH,D,D,5,PC-DAG,VAR+Granger,Causal,115.008719,78.870886,697.3147,-0.0121
Ethereum,ETH,D,D,5,PC-DAG,IV-2SLS,Causal,115.083119,79.210904,478.7569,-0.0127
Ethereum,ETH,D,D,21,PC-DAG,CausalImpact,Causal,116.120903,79.259383,2630.3531,-0.0252
Ethereum,ETH,D,D,21,PC-DAG,DML,Causal,119.856957,84.216908,2956.3696,-0.0903
Ethereum,ETH,D,D,21,PC-DAG,VAR+Granger,Causal,114.406478,78.325543,286.5743,-0.0015
Ethereum,ETH,D,D,21,PC-DAG,IV-2SLS,Causal,114.403664,78.517947,154.9993,0.0049
WTI Oil,WTI_oil,A,D,1,Baseline (no Z),ARIMA,Baseline,1.917074,1.280733,156455688.6146,-0.035
WTI Oil,WTI_oil,A,D,1,Baseline (no Z),Prophet,Baseline,1.64603,1.15563,1.5652,0.9681
WTI Oil,WTI_oil,A,D,1,Baseline (no Z),RandomForest,Baseline,1.902724,1.288935,43010432.9957,-0.0168
WTI Oil,WTI_oil,A,D,1,Baseline (no Z),LSTM,Baseline,3.275041,2.564246,3.4461,0.8738
WTI Oil,WTI_oil,A,D,5,Baseline (no Z),ARIMA,Baseline,1.917689,1.280685,156646488.1253,-0.0351
WTI Oil,WTI_oil,A,D,5,Baseline (no Z),Prophet,Baseline,1.64603,1.15563,1.5652,0.9681
WTI Oil,WTI_oil,A,D,5,Baseline (no Z),RandomForest,Baseline,1.880781,1.266786,62056114.6451,0.0066
WTI Oil,WTI_oil,A,D,5,Baseline (no Z),LSTM,Baseline,4.534085,3.580986,4.9272,0.7586
WTI Oil,WTI_oil,A,D,21,Baseline (no Z),ARIMA,Baseline,1.921834,1.284012,157414362.6602,-0.0353
WTI Oil,WTI_oil,A,D,21,Baseline (no Z),Prophet,Baseline,1.64603,1.15563,1.5652,0.9681
WTI Oil,WTI_oil,A,D,21,Baseline (no Z),RandomForest,Baseline,1.895452,1.255188,59312525.842,-0.0055
WTI Oil,WTI_oil,A,D,21,Baseline (no Z),LSTM,Baseline,11.660904,9.359304,13.895,-0.5779
Nat.Gas,NatGas,A,D,1,Baseline (no Z),ARIMA,Baseline,0.41237,0.284123,9.509,0.6964
Nat.Gas,NatGas,A,D,1,Baseline (no Z),Prophet,Baseline,14.50154,11.842777,421.5612,-374.4857
Nat.Gas,NatGas,A,D,1,Baseline (no Z),RandomForest,Baseline,0.320291,0.194156,6.3555,0.8172
Nat.Gas,NatGas,A,D,1,Baseline (no Z),LSTM,Baseline,0.696854,0.557336,18.3286,0.1329
Nat.Gas,NatGas,A,D,5,Baseline (no Z),ARIMA,Baseline,0.409769,0.282779,9.4711,0.7004
Nat.Gas,NatGas,A,D,5,Baseline (no Z),Prophet,Baseline,14.50154,11.842777,421.5612,-374.4857
Nat.Gas,NatGas,A,D,5,Baseline (no Z),RandomForest,Baseline,0.456484,0.295602,9.7656,0.6286
Nat.Gas,NatGas,A,D,5,Baseline (no Z),LSTM,Baseline,0.67128,0.515843,17.9363,0.1977
Nat.Gas,NatGas,A,D,21,Baseline (no Z),ARIMA,Baseline,0.403764,0.278883,9.359,0.7101
Nat.Gas,NatGas,A,D,21,Baseline (no Z),Prophet,Baseline,14.50154,11.842777,421.5612,-374.4857
Nat.Gas,NatGas,A,D,21,Baseline (no Z),RandomForest,Baseline,0.707112,0.519069,17.9176,0.1122
Nat.Gas,NatGas,A,D,21,Baseline (no Z),LSTM,Baseline,2.631714,2.466621,87.7727,-11.1525
Gold,Gold,A,D,1,Baseline (no Z),ARIMA,Baseline,48.663975,27.114381,538978519.0243,-0.0649
Gold,Gold,A,D,1,Baseline (no Z),Prophet,Baseline,3028.86546,2071.594575,75.4095,-9.6366
Gold,Gold,A,D,1,Baseline (no Z),RandomForest,Baseline,47.479136,26.893012,827237680.2413,-0.0103
Gold,Gold,A,D,1,Baseline (no Z),LSTM,Baseline,1033.156477,797.057826,24.5142,-0.2376
Gold,Gold,A,D,5,Baseline (no Z),ARIMA,Baseline,48.689203,27.124497,539635809.8009,-0.0649
